id,permit_id,city,address,type,description,contractor,issued_date
31282,COM-PH-ALT-ADD-25-000320,dallas,"10611 NEW CHURCH RD, Dallas TX 75229",Phase - Alteration Addition,**RECREATION OF 1904161070**,,2025-12-05
31283,COM-PH-ALT-ADD-25-000319,dallas,"10611 NEW CHURCH RD, Dallas TX 75229",Phase - Alteration Addition,**RECREATION OF 1904161069**,,2025-12-05
31260,COM-ALT-ADD-25-001861,dallas,"4417 MAIN ST, Dallas TX 75226",Commercial Alteration Addition Permit,carport for hail prevention use only. 24x26 metal carport,,2025-12-05
31257,COM-PLM-25-003034,dallas,"4343 W CAMP WISDOM RD, 192, Dallas TX 75237",Commercial Plumbing Permit,"gas test **This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.**",,2025-12-05
31256,COM-ALT-ADD-25-001862,dallas,"3826 GILBERT AVE, Dallas TX 75219",Commercial Alteration Addition Permit,"MCR Remove statue and install a cross at the top of the stairs mounted on the existing building wall. Add hand rails to existing stairs and install terraced garden planters over most of the lower stair area to create a safer ingress and egress of the building and functionality of the area for its usual church functions and gatherings. NO structural work will be done and steps on stairs are up to code and will not be altered. Primary purpose of this work is to provide visible security, reduction of slip and fall hazards, and safety to the existing area.",,2025-12-05
31230,COM-ALT-ADD-25-001864,dallas,"1835 EMPIRE CENTRAL, S, Dallas TX 75235",Commercial Alteration Addition Permit,"MCR Interior Remodel - update lighting, plumbing fixtures, and hvac.",,2025-12-05
31228,COM-ELC-25-003490,dallas,"3605 E ILLINOIS AVE, Dallas TX 75216",Commercial Electrical Permit,"Electrical No Work “This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-05
31227,COM-PLM-25-003043,dallas,"6760 ABRAMS RD, 210, Dallas TX 75231",Commercial Plumbing Permit,"Gas Pressure test “This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-05
31211,25TMP-141913,dallas,"5600 W LOVERS LN, 100, Dallas TX 75209",Commercial Electrical Permit,Electrical remodel,,2025-12-05
31193,COM-PLM-25-003044,dallas,"8210 S LANCASTER RD, Dallas TX 75241",Commercial Plumbing Permit,Remodel/Addition - Plumbing associated with permit #COM-ALT-ADD-25-001284,,2025-12-05
31181,ADDR-25-000645,dallas,"1722 N FITZHUGH AVE, Dallas TX 75204",Address Assignment-Change,Need create address assignment for the 5 townhome new construction (MF2),,2025-12-05
31166,25TMP-142035,dallas,"5600 W LOVERS LN, 100, Dallas TX 75209",Commercial Electrical Permit,electrical remodel,,2025-12-05
31165,COM-ACC-25-000234,dallas,"1111 REGAL ROW, Dallas TX 75247",Commercial Accessory Structure Permit,build fence,,2025-12-05
31164,COM-PLM-25-003009,dallas,"12900 PRESTON RD, 1200, Dallas TX 75240",Commercial Plumbing Permit,"validating under this permit. MCR Office downsize and renovation. Going from 4,952 SF to 3,149 SF. Adding drywall partitions to create additional interior offices.",,2025-12-05
31129,25TMP-141983,dallas,"2908 MCKINNEY AVE, Dallas TX 75204",Liquor License Alcohol Measurement,"NADC Burger is a fast-casual, counter-service restaurant specializing in chef-driven burgers, fries. The premises operate as a limited-service food establishment where guests order at the counter and dine in, take out. The restaurant prepares all food on-site in a commercial kitchen and maintains standard food-service equipment, refrigeration, and storage. Beer and liquor will be offered as an incidental component to the primary food service for on premise consumption only.",,2025-12-05
31096,COM-PLM-25-003023,dallas,"13093 MEANDERING WAY, Dallas TX 75240",Commercial Plumbing Permit,ADDITION ADD 3  BATHROOMS,,2025-12-05
31072,25TMP-141950,dallas,"7947 WOODSHIRE DR, Dallas TX 75232",Board of Adjustments,BOA review due to a 8' fence installed in the back of the property. According to Building Inspections this property has 2 front setbacks. The fence was built facing S Polk (rear),,2025-12-05
31043,COM-ALT-ADD-25-001860,dallas,"2821 TURTLE CREEK BLVD, Dallas TX 75219",Commercial Alteration Addition Permit,Build 16 X 24 X 24 temporary stage,,2025-12-05
30976,COM-ACC-25-000235,dallas,"9525 SKILLMAN ST, Dallas TX 75243",Commercial Accessory Structure Permit,Removing the existing fence (6 ft currently). Replacing it with a new fence constructed using metal posts and cedar wood for improved durability and privacy. The new fence will follow the same property boundaries as reference in the survey and plans. The height will be changed to 8 ft.,,2025-12-05
31234,RES-NEW-25-001400,dallas,"2816 MARBURG ST, Dallas TX 75215",Residential New Construction Permit,NSFAA residential new construction PARK LAND EXEMPT,,2025-12-05
31246,COM-PLM-25-003039,dallas,"171 E OVERTON RD, Dallas TX 75216",Commercial Plumbing Permit,"Gas test/ Gas release This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-05
30966,RES-ELC-25-004937,dallas,"1131 RIVERWOOD RD, Dallas TX 75217",Residential Electrical Permit,NEW CONSTRUCTION,,2025-12-05
30972,RES-ELC-25-004944,dallas,"16745 VILLAGE LN, Dallas TX 75248",Residential Electrical Permit,Install electrical for new construction,,2025-12-05
31393,COM-FDN-25-000123,dallas,"8601 PARK LN, 612, Dallas TX 75231",Commercial Foundation Repair,"This property is part of a group of three units located within Building #6. We are submitting the application simultaneously for the two additional condos in the same building: Unit 611 and Unit 613. Based on the structural engineering report provided by the client—prepared by Lange Engineering, LLC (TBPE Firm #18767) and dated September 8, 2025—Maple DFW proposes to perform foundation stabilization consisting of 22 exterior piers and 6 interior piers, for a total of 28 piers. Please see the attached structural engineering report and diagram for reference.",,2025-12-04
31838,COM-ELC-25-003458,dallas,"4802 MEMPHIS ST, Dallas TX 75207",Commercial Electrical Permit,"Reworking 400 amp service **This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.**",,2025-12-04
31836,COM-PLM-25-002980,dallas,"11436 CHAIRMAN DR, Dallas TX 75042",Commercial Plumbing Permit,"Gas Pressure Test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31834,COM-PLM-25-002981,dallas,"11438 CHAIRMAN DR, Dallas TX 75243",Commercial Plumbing Permit,"Gas Pressure Test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31833,RES-POOL-25-000393,dallas,"3950 PARK LN, Dallas TX 75220",Residential Pool/Spa Permit,"MCR New swimming pool/spa, patio cover and gas firepit",,2025-12-04
31831,COM-FDN-25-000122,dallas,"8601 PARK LN, 611, Dallas TX 75231",Commercial Foundation Repair,"This property is part of a group of three units located within Building #6. We are submitting the application simultaneously for the two additional condos in the same building: Unit 612 and Unit 613. Based on the structural engineering report provided by the client—prepared by Lange Engineering, LLC (TBPE Firm #18767) and dated September 8, 2025—Maple DFW proposes to perform foundation stabilization consisting of 22 exterior piers and 6 interior piers, for a total of 28 piers. Please see the attached structural engineering report and diagram for reference.",,2025-12-04
31824,COM-ALT-ADD-25-001846,dallas,"8008 HERB KELLEHER WAY, C2181, Dallas TX 75235",Commercial Alteration Addition Permit,"QTEAM QR Minor refurbishment of an existing fast food restaurant in an existing airport terminal. Replacement of front-of-house finishes and some like-for-like equipment replacement. No changes to existing utilities and capacities. No changes to walls, exhaust systems, fire safety, and mechanical systems required. Upgrade of branding and finishes per brand and airport requirements.",,2025-12-04
31823,COM-MEC-25-001270,dallas,"10715 GARLAND RD, 100, Dallas TX 75218",Commercial Mechanical Permit,"Continuation of permit # 2307071147_181885600-026_ME_1 First permit expired. I need to renew so that final inspections can be scheduled.This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-04
31818,COM-PLM-25-002985,dallas,"10460 MARKISON RD, Dallas TX 75238",Commercial Plumbing Permit,"Gas test, service off too long need permit and tested This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31816,ZVD-25-000731,dallas,"2519 MARTIN LUTHER KING JR BLVD, Dallas TX 75215",Zoning Verification and Determination,"We are seeking verification of the allowable uses for the referenced property for the purposes of development. Based on our independent review of the City of Dallas zoning maps, our findings indicate the site falls under PD 595 with a base zoning of R-7.5(A) as referenced in Section 51A-4.112. We appreciate confirmation of these classifications and any additional use restrictions or conditions that may apply. Thank you, Howunna Johnson",,2025-12-04
31813,COM-ALT-ADD-25-001847,dallas,"3131 TURTLE CREEK BLVD, 1015, Dallas TX 75219",Commercial Alteration Addition Permit,MCR Minor renovation within Suite 1015---Demo one Office and construct one new Phone Room near Reception Area. No MEP.,,2025-12-04
31808,COM-ALT-ADD-25-001848,dallas,"8258 ABRAMS RD, Dallas TX 75243",Commercial Alteration Addition Permit,MCR We are planning to add additional walls and doors.,,2025-12-04
31806,COM-MEC-25-001274,dallas,"3001 OLYMPUS BLVD, 110, Dallas TX 75019",Commercial Mechanical Permit,"This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-04
31804,COM-MEC-25-001275,dallas,"8152 SPRING VALLEY RD, Dallas TX 75240",Commercial Mechanical Permit,"Removing and replacing three splits systems in total.  Two which are 7.5 ton systems and one 4 ton.   The outdoor units are mounted on the ground behind the building.  All he is electric heat strips. This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-04
31803,RES-ALT-ADD-25-001345,dallas,"5343 WENONAH DR, Dallas TX 75209",Residential Alteration Addition Permit,"NSFAA Demolist existing garage and library. Build new garage and bedroom, bathroom, and walk in closet. Build a newe library.",,2025-12-04
31802,COM-ALT-ADD-25-001849,dallas,"2200 ROSS AVE, 2550, Dallas TX 75201",Commercial Alteration Addition Permit,MCR Commercial remodel,,2025-12-04
31799,COM-PH-ALT-ADD-25-000311,dallas,"650 S GRIFFIN ST, Dallas TX, 650",Phase - Alteration Addition,,,2025-12-04
31798,COM-PH-ALT-ADD-25-000312,dallas,"650 S GRIFFIN ST, Dallas TX, 650",Phase - Alteration Addition,,,2025-12-04
53788,25TMP-140881,unknown,"1511 N 1511 North Buckner BLVD N, Dallas TX 75218 United States",Residential Alteration Addition Permit,,,2025-12-04
31797,COM-PH-ALT-ADD-25-000313,dallas,"650 S GRIFFIN ST, Dallas TX, 650",Phase - Alteration Addition,,,2025-12-04
31796,COM-PH-ALT-ADD-25-000314,dallas,"650 S GRIFFIN ST, Dallas TX, 650",Phase - Alteration Addition,,,2025-12-04
31783,COM-PLM-25-002991,dallas,"2269 MONITOR ST, Dallas TX 75207",Commercial Plumbing Permit,"Perform a gas Pressure test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31780,COM-ALT-ADD-25-001852,dallas,"14901 NORTH LAKE RD, Dallas TX 75019",Commercial Alteration Addition Permit,MCR Addition of a 12' tall fence and access gates along the east side of the property,,2025-12-04
31779,COM-PLM-25-002992,dallas,"6939 GREENVILLE AVE, 105, Dallas TX 75231",Commercial Plumbing Permit,"Gas Test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31778,COM-ALT-ADD-25-001853,dallas,"3500 GASTON AVE, FL1, Dallas TX 75246",Commercial Alteration Addition Permit,"QTEAM QR Remodel of the Retail Pharmacy for improved processing & flow. This includes mechanical, electrical, fire alarm, and finishes.",,2025-12-04
31777,COM-PH-ALT-ADD-25-000315,dallas,"1990 N STEMMONS FWY, Dallas TX 75207",Phase - Alteration Addition,,,2025-12-04
31776,COM-PH-ALT-ADD-25-000316,dallas,"1990 N STEMMONS FWY, Dallas TX 75207",Phase - Alteration Addition,,,2025-12-04
31775,COM-PH-ALT-ADD-25-000317,dallas,"1990 N STEMMONS FWY, Dallas TX 75207",Phase - Alteration Addition,,,2025-12-04
31774,COM-PLM-25-002993,dallas,"11180 HARRY HINES BLVD, 110, Dallas TX 75229",Commercial Plumbing Permit,"Gas test for atmos reconnect This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31769,RES-ALT-ADD-25-001348,dallas,"7248 TANGLEGLEN DR, Dallas TX 75248",Residential Alteration Addition Permit,"NSFAA This project consists of an interior remodel of the first-floor primary bedroom, guest bedroom, laundry room, living room, dining room, and kitchen. The second floor renovation converts one existing bedroom into two bedrooms, including the addition of a new dormer with an egress-compliant window for one of the new bedrooms.",,2025-12-04
31767,COM-PLM-25-002999,dallas,"8613 OLD HICKORY TRL, 2202, Dallas TX 75237",Commercial Plumbing Permit,"gas repair / gas test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31766,COM-ELC-25-003479,dallas,"5601 W LOVERS LN, 130, Dallas TX 75209",Commercial Electrical Permit,"ELECTRICAL NO WORK PERMIT **This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.**",,2025-12-04
31762,RES-NEW-25-001393,dallas,"3743 MATADOR DR, Dallas TX 75220",Residential New Construction Permit,RSVP - Residential New Construction,,2025-12-04
31729,RES-ALT-ADD-25-001349,dallas,"10832 MEADOWCLIFF LN, Dallas TX 75238",Residential Alteration Addition Permit,"NSFAA I want to build a new exterior front-door wall that aligns with the exterior street-facing stairwell wall. The current roof overhang and current concrete front-porch slab would be extended to a few feet in front of the new front-door wall. The two formerly exterior side walls, now interior, would be removed (except for columns on both ends of each wall).",,2025-12-04
31727,COM-PLM-25-003004,dallas,"18101 PRESTON RD, 201, Dallas TX 75252",Commercial Plumbing Permit,"gas test to be released This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31725,RES-ALT-ADD-25-001350,dallas,"16619 VICARAGE CT, Dallas TX 75248",Residential Alteration Addition Permit,NSFAA- Addition to SFD,,2025-12-04
31721,RES-ALT-ADD-25-001351,dallas,"3047 ALLISTER ST, Dallas TX 75229",Residential Alteration Addition Permit,NSFAA Before the current owners bought the house.  The previous owners had made an alteration to the kitchen by removing a load bearing wall. They didn’t add support so now the kitchen/living room is caving in. We will be adding temporary support and add a permanent support beam to hold the weight of the roof.,,2025-12-04
31719,RES-ALT-ADD-25-001352,dallas,"1241 E ANN ARBOR AVE, Dallas TX 75216",Residential Alteration Addition Permit,"NSFAA Master bath remodel, change out shower and toilet",,2025-12-04
31711,COM-ALT-ADD-25-001857,dallas,"10611 NEW CHURCH RD, Dallas TX 75229",Commercial Alteration Addition Permit,**RECREATION OF 1904121100** REMODEL AND ADDITION,,2025-12-04
31710,RES-NEW-25-001398,dallas,"4435 CANADA DR, Dallas TX 75212",Residential New Construction Permit,NSFAA - Residential New Construction ADD PARK LAND PNZ #5,,2025-12-04
31709,RES-NEW-25-001402,dallas,"1507 DOYLE AVE, Dallas TX 75203",Residential New Construction Permit,RSVP - RESIDENTIAL NEW CONSTRUCTION ADD PARK LAND PNZ 3,,2025-12-04
31705,RES-ALT-ADD-25-001346,dallas,"2801 N MASTERS DR, Dallas TX 75227",Residential Alteration Addition Permit,COMPLETE WORK FROM PREVIOUS PERMIT #2501101119,,2025-12-04
21012,2025-8723,lewisville,"984 LITTLE DEN DR, Lewisville TX",Fence - Residential,8' HIGH WOOD FENCE ON RETAINING WALL,,2025-12-04
21021,2025-8746,lewisville,"2712 POINTVIEW CT, Lewisville TX",Fence - Residential,REPLACE EXISTING FENCE WITH AN 8' TALL FENCE,,2025-12-04
31703,25TMP-140514,dallas,"2861 FARRAGUT ST, Dallas TX 75215",Residential New Construction Permit,two story new construction build,,2025-12-04
31695,RES-PLM-25-008395,dallas,"1735 S MARSALIS AVE, Dallas TX 75216",Residential Plumbing Permit,Plumbing for addition,,2025-12-04
31684,RES-ELC-25-004932,dallas,"8234 GARLAND RD, Dallas TX 75218",Residential Electrical Permit,Electrical Installation for New Construction Single Family Dwelling,,2025-12-04
31671,RES-ELC-25-004928,dallas,"2938 ALLISTER ST, Dallas TX 75229",Residential Electrical Permit,"MCR W/BATTERY RESIDENTIAL ADDITION - SOLAR ROOFTOP, BACKUP BATTERY, AND MPU/MPR",,2025-12-04
31640,RES-ROOF-25-001279,dallas,"11529 MID SURREY CT, Dallas TX 75234",Residential Roofing Permit,Remove all pre existing asphalt shingles and underlayment. Remove all pre existing decking. Install radiant barrier OSB. Install new underlayment and Architectural asphalt shingles.,,2025-12-04
31639,RES-PLM-25-008353,dallas,"3933 CORTEZ DR, Dallas TX 75220",Residential Plumbing Permit,plumbing new construction for single family home,,2025-12-04
31636,RES-ELC-25-004930,dallas,"6611 NORTHWOOD RD, Dallas TX 75225",Residential Electrical Permit,New Construction _ Residential,,2025-12-04
31633,25TMP-140881,dallas,"1511 N 1511 North Buckner BLVD N, Dallas TX 75218 United States",Residential Alteration Addition Permit,,,2025-12-04
31632,RES-ELC-25-004931,dallas,"1022 E 9TH ST, Dallas TX 75203",Residential Electrical Permit,Electrical rough & trim for new construction.,,2025-12-04
31627,RES-ELC-25-004918,dallas,"7842 CARUTH CT, Dallas TX 75225",Residential Electrical Permit,Electrical work for residential addition,,2025-12-04
31595,RES-ELC-25-004912,dallas,"2824 PALL MALL AVE, Dallas TX 75241",Residential Electrical Permit,New Electrical for New Construction,,2025-12-04
31584,RES-ACC-25-000906,dallas,"6414 BLANCH CIR, Dallas TX 75214",Residential Accessory Structure Permit,Building an 8ft tall wood fence Total of 175ft,,2025-12-04
31551,RES-MEC-25-003883,dallas,"9480 SANDYLAND BLVD, Dallas TX 75217",Residential Mechanical Permit,NEW CONSTRUCTION,,2025-12-04
31536,RES-ELC-25-004921,dallas,"918 N TATUM AVE, Dallas TX 75211",Residential Electrical Permit,Electrical work for new construction,,2025-12-04
31535,RES-MEC-25-003887,dallas,"1022 E 9TH ST, Dallas TX 75203",Residential Mechanical Permit,HVAC New Construction,,2025-12-04
31521,RES-ACC-25-000907,dallas,"6728 PATRICK DR, Dallas TX 75214",Residential Accessory Structure Permit,"Total of 464' of fence, 120 being chain link while the rest is wood 8' tall on the sides, 10' on the back, 4' tall in the front with a gate",,2025-12-04
31505,COM-NEW-25-000276,dallas,"12343 E NORTHWEST HWY, 101, Dallas TX 75228",Commercial New Construction Permit,"Installation to enable drone delivery service for local restaurants and retailers. Ground infrastructure includes fenced-in charging towers, and the required electrical and network connections.",,2025-12-04
31503,COM-ACC-25-000231,dallas,"5810 REIGER AVE, Dallas TX 75214",Commercial Accessory Structure Permit,fence - 6ft & 305 lf,,2025-12-04
31501,RES-ELC-25-004935,dallas,"8628 RICHARDSON BRANCH TRL, Dallas TX 75243",Residential Electrical Permit,"remodel kitchen, master bath and replace some old can lights",,2025-12-04
31496,COM-FDN-25-000124,dallas,"8601 PARK LN, 613, Dallas TX 75231",Commercial Foundation Repair,"This property is part of a group of three units located within Building #6. We are submitting the application simultaneously for the two additional condos in the same building: Unit 611 and Unit 612. Based on the structural engineering report provided by the client—prepared by Lange Engineering, LLC (TBPE Firm #18767) and dated September 8, 2025—Maple DFW proposes to perform foundation stabilization consisting of 22 exterior piers and 6 interior piers, for a total of 28 piers. Please see the attached structural engineering report and diagram for reference.",,2025-12-04
31495,25TMP-141270,dallas,"1735 S MARSALIS AVE, Dallas TX 75216",Residential Plumbing Permit,Addition,,2025-12-04
31492,RES-PLM-25-008398,dallas,"5723 BERKSHIRE LN, Dallas TX 75209",Residential Plumbing Permit,New Construction Plumbing,,2025-12-04
31482,RES-ELC-25-004922,dallas,"3451 SALISBURY DR, Dallas TX 75229",Residential Electrical Permit,"MCR W/BATTERY RESIDENTIAL ADDITION - SOLAR ROOFTOP, BACKUP BATTERY, AND MPU/MPR",,2025-12-04
31472,25TMP-141035,dallas,"13620 PURPLE SAGE RD, Dallas TX 75240",Residential Alteration Addition Permit,Add two walks and enclose patio,,2025-12-04
31468,COM-ELC-25-003460,dallas,"4719 MANETT ST, 101, Dallas TX 75204",Commercial Electrical Permit,New Construction,,2025-12-04
31460,RES-MEC-25-003884,dallas,"4024 ALLENCREST LN, Dallas TX 75244",Residential Mechanical Permit,New Construction HVAC,,2025-12-04
31419,RES-PLM-25-008367,dallas,"7945 GOODSHIRE AVE, Dallas TX 75231",Residential Plumbing Permit,addition and interior remodel,,2025-12-04
31418,SITEPR-25-000128,dallas,"10937 GRISSOM LN, Dallas TX 75229",Site Plan Review,"The scope of work is these three item the are existing in the property 1) Existing Garage on the south side of the building,27'.6"" x 20' 2) Existing Covered Area on the south side of the building,5',10""x 20' 3) Existing Covered Area 0n the west (Back) of the building 8'.3""x 36'.",,2025-12-04
31416,COM-ACC-25-000232,dallas,"105 JULIETTE FOWLER ST, Dallas TX 75214",Commercial Accessory Structure Permit,fence - 6ft & 305 lf,,2025-12-04
31399,RES-ELC-25-004904,dallas,"5723 BERKSHIRE LN, Dallas TX 75209",Residential Electrical Permit,full new construction home wiring,,2025-12-04
31386,25TMP-140976,dallas,"8072 MOSS MEADOWS DR, Dallas TX 75231",Residential Solar/PV Permit,Solar Panels on existing patio cover,,2025-12-04
21374,2025-12-9552,irving,"7256 RIDGEPOINT DR, Irving TX",Roof,"Remove and replace shingles, repair damaged roof decking as necessary",,2025-12-04
21381,2025-12-9565,irving,"400 BALBOA CT, Irving TX",Alteration/Renovation,"Remodel of Kitchen, Master Bath, Guest Bathroom
 Remodel of Kitchen, Master Bath, Guest Bathroom",,2025-12-04
21384,2025-12-9569,irving,"6753 PROSPECT WAY, Irving TX",Roof,Re-roof. Tear down old shingles and replace. no decking,,2025-12-04
21386,2025-12-9572,irving,"2110 NORTH HILL DR, Irving TX",Swimming Pool/Spa,Building a concrete swimming pool with decking,,2025-12-04
31355,COM-ELC-25-003472,dallas,"9850 N CENTRAL EXPY, Dallas TX 75231",Commercial Electrical Permit,Electrical remodel,,2025-12-04
31848,COM-PLM-25-002975,dallas,"8205 BRUTON RD, Dallas TX 75227",Commercial Plumbing Permit,"Gas Test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31445,25TMP-141289,dallas,"8687 N CENTRAL EXPY, 100, Dallas TX 75225",Commercial Alteration Addition Permit,"Interior Remodel/build-out of a mercantile/interior space contained within an existing shopping center. Proposed work includes construction and installation of new non-load bearing partitions, fixtures, finishes, lighting, plumbing, mechanical and storefront work.",,2025-12-04
31486,25TMP-140852,dallas,"102 N CLIFF ST, Dallas TX 75203",Commercial Alteration Addition Permit,,,2025-12-04
31498,COM-ALT-ADD-25-001850,dallas,"400 W DAVIS ST, Dallas TX 75208",Commercial Alteration Addition Permit,We are building a stage - 24x12 that is required for a Special Events Permit,,2025-12-04
31511,COM-ELC-25-003471,dallas,"5151 BELT LINE RD, 840, Dallas TX 75248",Commercial Electrical Permit,"Electrical Remodel installing lights, switches and outlets",,2025-12-04
31515,COM-ELC-25-003459,dallas,"8140 WALNUT HILL LN, 106, Dallas TX 75231",Commercial Electrical Permit,"Electrical Remodel installing lights, switches and outlets",,2025-12-04
31518,COM-ELC-25-003463,dallas,"4719 MANETT ST, 104, Dallas TX 75204",Commercial Electrical Permit,New Construction,,2025-12-04
31533,COM-ELC-25-003456,dallas,"6070 N CENTRAL EXPY, Dallas TX 75206",Commercial Electrical Permit,ELECTRICAL  FOR HOTEL REMODEL,,2025-12-04
31576,COM-ELC-25-003461,dallas,"4719 MANETT ST, 102, Dallas TX 75204",Commercial Electrical Permit,New Construction,,2025-12-04
31592,COM-NEW-25-000275,dallas,"3203 PENNSYLVANIA AVE, Dallas TX 75210",Commercial New Construction Permit,"We propose to construct a new church facility on the project site. The primary structure will be a pre-engineered metal building provided by Texas Metal Carports. The building will be installed on a concrete slab foundation. The interior will be fully built out using wood framing for walls and partitions, including insulation, drywall, electrical, plumbing, HVAC, and all necessary finishes for occupancy. Additionally, we will be paving the entire parking lot with concrete to provide vehicle parking in accordance with city code and accessibility requirements.",,2025-12-04
31691,COM-ELC-25-003462,dallas,"4719 MANETT ST, 103, Dallas TX 75204",Commercial Electrical Permit,New Construction,,2025-12-04
31700,COM-ELC-25-003475,dallas,"1825 W CLARENDON DR, Dallas TX 75208",Commercial Electrical Permit,Electrical remodel,,2025-12-04
31714,COM-ALT-ADD-25-001856,dallas,"1901 REGAL ROW, Dallas TX 75247",Commercial Alteration Addition Permit,MCR 1901 Regal Row Rogers-O'Brien Office - West Site Renovations Site renovation of an existing commercial building parking lot.,,2025-12-04
31716,COM-ALT-ADD-25-001855,dallas,"1933 REGAL ROW, Dallas TX 75247",Commercial Alteration Addition Permit,MCR 1933 Regal Row Site renovation of an existing commercial building parking lot.,,2025-12-04
31720,COM-PLM-25-003005,dallas,"2530 JOE FIELD RD, 10, Dallas TX 75229",Commercial Plumbing Permit,"Gas test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31724,COM-ALT-ADD-25-001854,dallas,"2403 WALNUT RIDGE ST, Dallas TX 75229",Commercial Alteration Addition Permit,"MCR Moving walls and doors within the existing office footprint only (2,528sf) - which affects the breakroom size and the layout of the office.",,2025-12-04
31761,COM-PLM-25-003002,dallas,"3535 MARVIN D LOVE FWY, 100, Dallas TX 75224",Commercial Plumbing Permit,"gas test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31788,COM-PLM-25-002989,dallas,"2550 W RED BIRD LN, 310, Dallas TX 75237",Commercial Plumbing Permit,"Gas test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-04
31791,COM-ALT-ADD-25-001851,dallas,"1729 IRVING BLVD, Dallas TX 75207",Commercial Alteration Addition Permit,"MCR This small room had an ""L-shaped"" faux marble countertop installed in order to place a Microwave unit and perhaps a coffee maker on the counter. It should be considered a breakroom and not a full kitchen. It is more of an alteration than a full kitchen remodel.",,2025-12-04
31820,COM-MEC-25-001273,dallas,"10715 GARLAND RD, 100, Dallas TX 75218",Commercial Mechanical Permit,"Continuation of permit # 2307071150_181885600-029_ME_1 First permit expired. I need to renew so that final inspections can be scheduled. This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-04
31821,COM-MEC-25-001272,dallas,"10715 GARLAND RD, 100, Dallas TX 75218",Commercial Mechanical Permit,"Continuation of permit # 2307071149_181885600-028_ME_1 First permit expired. I need to renew so that final inspections can be scheduled. This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-04
31822,COM-MEC-25-001271,dallas,"10715 GARLAND RD, 100, Dallas TX 75218",Commercial Mechanical Permit,"Continuation of permit # 2307071148_181885600-027_ME_1 First permit expired. I need to renew so that final inspections can be scheduled. This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.”",,2025-12-04
31845,COM-ALT-ADD-25-001845,dallas,"4144 N CENTRAL EXPY, Dallas TX 75204",Commercial Alteration Addition Permit,"MCR Tenant approvements. Adding walls to create 4 new offices. Paint, new carpet flooring.",,2025-12-04
21001,2025-8695,lewisville,"832 MULLINS AVE, Lewisville TX",Cover / Patio / Carport - Residential,BUILD ATTACHED BACKYARD PORCH WITH ROOF,,2025-12-03
32143,RES-MEC-25-003861,dallas,"6481 TRAMMEL DR, Dallas TX 75214",Residential Mechanical Permit,New construction we will be running all new air conditioning units and R-8 ducting,,2025-12-03
32144,RES-ELC-25-004877,dallas,"746 ELLA AVE, Dallas TX 75217",Residential Electrical Permit,New Construction,,2025-12-03
32215,COM-PLM-25-002965,dallas,"4248 S FITZHUGH AVE, D, Dallas TX 75210",Commercial Plumbing Permit,"gas test This permit authorizes work only for the approved trade. Construction, erection, or alteration of any structure will require a separate permit and may require additional trade permits.",,2025-12-03
