id,permit_id,city,property_address,city_name,zip_code,permit_type,description,status,issued_date,applicant_name,contractor_name,estimated_value,lead_type,lead_subtypes,categorization_confidence,scraped_at
752,PB25-16019,fort_worth,"5501 WESTCREEK DR, Fort Worth TX 76133",Fort Worth,,Residential Remodel,KCS Properties,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:47.459138
751,PB25-16031,fort_worth,"2004 BELZISE TER, Fort Worth TX 76104",Fort Worth,,Residential Remodel,2004 Belzise Terrace - mastter bedroom remodel,Plan Review,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.687539
750,PB25-16024,fort_worth,"2125 CLINTON AVE, Fort Worth TX 76164",Fort Worth,,Residential Remodel,GTO1 Construction Corporation,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.687173
749,PB25-15993,fort_worth,"616 LAZY CREST DR, Fort Worth TX 76140",Fort Worth,,Residential Remodel,GL Hunt Company Inc.,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.686704
748,PB25-16016,fort_worth,"2710 SIMONDALE DR, Fort Worth TX 76109",Fort Worth,,Residential Remodel,2710 Simondale Drive,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.686198
747,PB25-16000,fort_worth,"2941 ENCINO DR, Fort Worth TX 76116",Fort Worth,,Residential Remodel,GL Hunt Company Inc.,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.685666
746,PB25-16022,fort_worth,"9048 MCFARLAND WAY, Fort Worth TX 76244",Fort Worth,,Residential Remodel,Remodel of single family home,Approved,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.685321
745,PB25-16027,fort_worth,"3608 ARNOLD DR, Fort Worth TX 76140",Fort Worth,,Residential Remodel,To Install solar panels,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.685027
744,PB25-16032,fort_worth,"4752 MELITA AVE, Fort Worth TX 76133",Fort Worth,,Residential Remodel,4752 Melita,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.684733
743,PB25-16025,fort_worth,"3825 RUSTY DELL RD, Fort Worth TX 76111",Fort Worth,,Residential Remodel,Rusty Dell Renovation,Plan Review,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.684456
742,PB25-15994,fort_worth,"4116 SELKIRK DR W, Fort Worth TX 76109",Fort Worth,,Residential Remodel,Jian,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:43.684144
741,PB25-16026,fort_worth,"3520 CLINTON AVE, Fort Worth TX 76106",Fort Worth,,Residential Remodel,GTO1 Construction Corporation,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:41:40.426229
539,PB25-16013,fort_worth,"4723 EL CAMPO AVE, Fort Worth TX 76107",Fort Worth,,Residential Accessory Addition,4723 El Campo Ave,Closed,2025-11-17,,,,other,[],0.5,2025-12-02 04:39:53.455618
380,PB25-16003,fort_worth,"2829 E 1ST ST, Fort Worth TX 76111",Fort Worth,,Residential Accessory New,George Pitts,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:38:14.279167
379,PB25-16028,fort_worth,"6905 TALON DR, Fort Worth TX 76179",Fort Worth,,Residential Accessory New,Pergola Project,Plan Review,2025-11-17,,,,outdoor_living,[],0.8,2025-12-02 04:38:14.279024
378,PB25-16017,fort_worth,"6905 LANNER LN, Fort Worth TX 76179 United States",Fort Worth,,Residential Accessory New,PTX Custom POOLS,Plan Review,2025-11-17,,,,pool,[],0.8,2025-12-02 04:38:14.278883
377,PB25-16008,fort_worth,"4525 INWOOD RD, Fort Worth TX 76109",Fort Worth,,Residential Accessory New,4525 Inwood Rd Garage Build,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:38:14.278740
206,PB25-16029,fort_worth,"925 BLUEBIRD SKY DR, Fort Worth TX 76247",Fort Worth,,Residential Addition,Albright,Issued,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:34.264416
180,PB25-15995,fort_worth,"10141 REGAL BEND LN, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:12.001904
179,PB25-15996,fort_worth,"1472 COMPANERO ST, Fort Worth TX 76052 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:12.001509
178,PB25-15998,fort_worth,"10145 REGAL BEND LN, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:12.001134
177,PB25-15999,fort_worth,"1477 COMPANERO ST, Fort Worth TX 76052 United States",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:12.000771
176,PB25-16002,fort_worth,"2812 SERENITY GROVE LN, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:12.000419
175,PB25-16004,fort_worth,"1052 ALBERTA SPRUCE RD, Fort Worth TX 76247 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:12.000053
174,PB25-16005,fort_worth,"9125 SCHRAM RD, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:08.187131
173,PB25-16006,fort_worth,"7104 MEANDERING CREEK LN, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:08.186568
172,PB25-16009,fort_worth,"3220 MC CART AVE, Fort Worth TX 76109",Fort Worth,,Residential New,RIS-3220 MC CART- INTEGRITY,Plan Review,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:08.186111
171,PB25-16020,fort_worth,"10653 STAG LN, Fort Worth TX 76036",Fort Worth,,Residential New,METRO CODE,Plan Review,2025-11-17,,,,other,[],0.5,2025-12-02 04:36:08.185774
755,PB25-15992,fort_worth,"801 HIGH WOODS TRL, Fort Worth TX 76112",Fort Worth,,Residential Remodel,Scoke Homes LLC,Approved,2025-11-16,,,,other,[],0.5,2025-12-02 04:41:47.459663
381,PB25-15991,fort_worth,"14525 ANTLIA DR, Fort Worth TX 76052",Fort Worth,,Residential Accessory New,Install Gazebo,Plan Review,2025-11-15,,,,outdoor_living,[],0.8,2025-12-02 04:38:17.671057
2688,ECHR-1125-1960,north_richland_hills,"6604 CARSTON CT, North Richland Hills TX",North Richland Hills,,Other (ECHR),M Mechanical () 0 Remodel/Repair Replace Applicant Advance Comfort Solutions Heating & Coolin9g727048835comfort.solutions95@gmail.com Edduin Carrera,Complete,2025-11-14,,,5500,,,,2025-12-02 12:36:21.145419
2670,FENC-1125-1332,north_richland_hills,"8601 ASHLEY CT, North Richland Hills TX",North Richland Hills,,Fence,"0Replace existing to new 8 foot tall with special metal post and cedar board on board with trim and cap and rot boarRde -s i1d1e/n1t3ia/l25 PER CONTRACTOR IS GOING TO BE 6' NO$T1 28,'0.-0M0L.0S0Applic...",Complete,2025-11-14,,,,,,,2025-12-02 12:36:21.138108
1521,25004395,grapevine,"1210 Eaton Ln., Grapevine TX",Grapevine,,Plumbing,Plumbing,Issued,2025-11-14,,,2000,,,,2025-12-02 12:35:50.261087
1519,25004384,grapevine,"815 S Main St., Grapevine TX",Grapevine,,Mechanical,Mechanical,Issued,2025-11-14,,,346987,,,,2025-12-02 12:35:50.259635
1502,25004294,grapevine,"0 USA Park Pl, Grapevine TX",Grapevine,,Building,Building -,Issued,2025-11-14,,,220215,,,,2025-12-02 12:35:50.225357
768,PB25-15936,fort_worth,"420 N BAILEY AVE, Fort Worth TX 76107",Fort Worth,,Residential Remodel,Worth Remodeling,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769975
767,PB25-15955,fort_worth,"4500 WESTRIDGE AVE, UNIT 28, Fort Worth TX 76116",Fort Worth,,Residential Remodel,PROVENDER HOMES,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769821
766,PB25-15966,fort_worth,"5216 STARRY CT, Fort Worth TX 76123",Fort Worth,,Residential Remodel,5216 Starry Court,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769667
765,PB25-15978,fort_worth,"3433 AVE M, Fort Worth TX 76105",Fort Worth,,Residential Remodel,LVS CONSTRUCTION,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769511
764,PB25-15967,fort_worth,"5404 MANSEL LN, Fort Worth TX 76134",Fort Worth,,Residential Remodel,residential remodel,Incomplete Submittal,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769352
763,PB25-15987,fort_worth,"5033 HIGHLAND MEADOW DR, Fort Worth TX 76132",Fort Worth,,Residential Remodel,RENEWAL BY ANDERSEN,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769183
762,PB25-15971,fort_worth,"8021 OCEAN DR, Fort Worth TX 76123",Fort Worth,,Residential Remodel,Sandy Wheeler PV Solar Project,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.769019
761,PB25-15990,fort_worth,"836 HAVENWOOD LN S, Fort Worth TX 76112",Fort Worth,,Residential Remodel,836 Havenwood Ln S,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:51.768834
760,PB25-15947,fort_worth,"232 CRESCENT RIDGE DR, Fort Worth TX 76140",Fort Worth,,Residential Remodel,Bowen: In Kind Fire Repair,Approved,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:47.460569
759,PB25-15974,fort_worth,"6704 BLUE MEADOW DR, Fort Worth TX 76132",Fort Worth,,Residential Remodel,Clarity Windows and Doors,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:47.460410
758,PB25-15977,fort_worth,"3824 KELVIN AVE, Fort Worth TX 76133",Fort Worth,,Residential Remodel,3824 Kelvin Ave Foundation Repair,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:47.460242
757,PB25-15970,fort_worth,"12321 ANGEL FOOD LN, Fort Worth TX 76244",Fort Worth,,Residential Remodel,Ceir Coral PV Solar Project,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:47.460080
756,PB25-15979,fort_worth,"3701 LONGSTRAW DR, Fort Worth TX 76137",Fort Worth,,Residential Remodel,Aponte Solar,Finaled,2025-11-14,,,,other,[],0.5,2025-12-02 04:41:47.459818
390,PB25-15960,fort_worth,"10221 E RANCHO DIEGO LN, Fort Worth TX 76036",Fort Worth,,Residential Accessory New,10221 E. RANCHO DIEGO LN PROJECT,Plan Review,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:22.113373
389,PB25-15959,fort_worth,"4541 SAINT ESTEPHE PL, Fort Worth TX 76126",Fort Worth,,Residential Accessory New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.673661
388,PB25-15956,fort_worth,"1120 PEBBLE CREEK RD, Fort Worth TX 76107",Fort Worth,,Residential Accessory New,E&S EXCAVATING AND STONE WORKS,Approved,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.673377
387,PB25-15949,fort_worth,"3624 HORACE AVE, Fort Worth TX 76244",Fort Worth,,Residential Accessory New,13x13,Plan Review,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.673026
386,PB25-15972,fort_worth,"1232 TWISTING WIND DR, Fort Worth TX 76052",Fort Worth,,Residential Accessory New,Chris Rogers,Plan Review,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.672608
385,PB25-15976,fort_worth,"5416 LOFTSMOOR CT, Fort Worth TX 76244",Fort Worth,,Residential Accessory New,mark,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.672329
384,PB25-15942,fort_worth,"10112 FARMERS BRANCH ST, Fort Worth TX 76108",Fort Worth,,Residential Accessory New,Ryan Bailey,Plan Review,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.672063
383,PB25-15952,fort_worth,"1120 PEBBLE CREEK RD, Fort Worth TX 76107",Fort Worth,,Residential Accessory New,E&S EXCAVATING AND STONE WORKS,Approved,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.671769
382,PB25-15953,fort_worth,"1120 PEBBLE CREEK RD, Fort Worth TX 76107",Fort Worth,,Residential Accessory New,E&S EXCAVATING AND STONE WORKS,Plan Review,2025-11-14,,,,other,[],0.5,2025-12-02 04:38:17.671441
207,PB25-15935,fort_worth,"420 N BAILEY AVE, Fort Worth TX 76107",Fort Worth,,Residential Addition,Worth Remodeling,Issued,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:34.264562
191,PB25-15950,fort_worth,"1224 LITTLE FLOCK DR, Fort Worth TX 76036 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.521688
190,PB25-15948,fort_worth,"1236 LITTLE FLOCK DR, Fort Worth TX 76036 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.521257
189,PB25-15946,fort_worth,"2973 SERENITY GROVE LN, Fort Worth TX 76179 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.520843
188,PB25-15945,fort_worth,"745 LYFT LN, Fort Worth TX 76008 United States",Fort Worth,,Residential New,METRO CODE,Approved,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.520409
187,PB25-15943,fort_worth,"949 ALBERTA SPRUCE RD, Fort Worth TX 76247 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.519629
186,PB25-15941,fort_worth,"10604 MERSEYSIDE ST, Fort Worth TX 76036 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.518929
185,PB25-15940,fort_worth,"10600 MERSEYSIDE ST, Fort Worth TX 76036 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.518014
184,PB25-15939,fort_worth,"3223 NW 25TH ST, Fort Worth TX 76106 United States",Fort Worth,,Residential New,METRO CODE,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.517501
183,PB25-15938,fort_worth,"757 LYFT LN, Fort Worth TX 76008 United States",Fort Worth,,Residential New,METRO CODE,Approved,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.516873
182,PB25-15937,fort_worth,"1301 HONDO CANYON DR, Fort Worth TX 76052 United States",Fort Worth,,Residential New,METRO CODE,Approved,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:15.516222
181,PB25-15975,fort_worth,"2832 CLINTON AVE, Fort Worth TX 76106 United States",Fort Worth,,Residential New,Mendez Homes - 2832 Clinton Avenue,Awaiting Client Reply,2025-11-14,,,,other,[],0.5,2025-12-02 04:36:12.002749
2689,ECHR-1125-1961,north_richland_hills,"6712 MOSS LN, North Richland Hills TX",North Richland Hills,,Other (ECHR),M Mechanical () 0replace 4-ton hvac system Remodel/Repair Replace Applicant AirCo Ltd jbrookshire@airco.com Jennifer Brookshire,Complete,2025-11-13,,,15913,,,,2025-12-02 12:36:21.145503
2669,FENC-1025-1317,north_richland_hills,"8428 HIDDEN CREEK CT, North Richland Hills TX",North Richland Hills,,Fence,0 Applicant (726) 726-888_ susinae@gmail.com Ekaterina Schirrmeister,Issued,2025-11-13,,,3028,,,,2025-12-02 12:36:21.137978
2668,FENC-0925-1300,north_richland_hills,"8428 HIDDEN CREEK CT, North Richland Hills TX",North Richland Hills,,Fence,"0Install 6' iron ( rear, left, and right/left front) and 2 iron gates ( left/right front ) Applicant North Star Fencing & Masonry 4694583200Workorders@northstar-fencing.com Melissa Rodriguez",Issued,2025-11-13,,,4500,,,,2025-12-02 12:36:21.137905
1520,25004388,grapevine,"1717 Dove Rd., Grapevine TX",Grapevine,,Electrical,Electrical,Issued,2025-11-13,,,750,,,,2025-12-02 12:35:50.260486
1518,25004381,grapevine,"947 Lucas Dr., Grapevine TX",Grapevine,,Electrical,Electrical,Issued,2025-11-13,,,0,,,,2025-12-02 12:35:50.258630
1517,25004379,grapevine,"1125 Ball St., Grapevine TX",Grapevine,,Certificate of Occupancy,Certificate of,Issued,2025-11-13,,,0,,,,2025-12-02 12:35:50.257896
1515,25004371,grapevine,"1304 Dublin St., Grapevine TX",Grapevine,,Mechanical,Mechanical,Issued,2025-11-13,,,0,,,,2025-12-02 12:35:50.256371
1508,25004340,grapevine,"1125 Ball St., Grapevine TX",Grapevine,,Certificate of Occupancy,Certificate of,Issued,2025-11-13,,,0,,,,2025-12-02 12:35:50.247686
1224,25000334,westlake,"2011 Plumbing Contract, Westlake TX",Westlake,,Pool,Pool / Spa Permit,Issued,2025-11-13,,,98000,,,,2025-12-02 12:25:55.480541
1221,25000372,westlake,"1816, Westlake TX",Westlake,,Building,Plumbing Permit,Issued,2025-11-13,,,4387.13,,,,2025-12-02 12:25:55.479092
1217,25000024,westlake,"1850 Disturbance School Rd. Permit Fenway, Westlake TX",Westlake,,Building,Grading / Earth,Issued,2025-11-13,,,0,,,,2025-12-02 12:25:55.478106
1215,25000367,westlake,"1644 Carlyle Ct. Plumbing Contract, Westlake TX",Westlake,,Building,Generator Permit,Issued,2025-11-13,,,21500,,,,2025-12-02 12:25:55.477633
770,PB25-15893,fort_worth,"4717 BONNELL AVE, Fort Worth TX 76107",Fort Worth,,Residential Remodel,Ryan Black,Issued,2025-11-13,,,,other,[],0.5,2025-12-02 04:41:51.770280
769,PB25-15922,fort_worth,"4801 ROANOKE ST, Fort Worth TX 76116",Fort Worth,,Residential Remodel,GL Hunt Company Inc.,Issued,2025-11-13,,,,other,[],0.5,2025-12-02 04:41:51.770128
540,PB25-15877,fort_worth,"3624 HORACE AVE, Fort Worth TX 76244",Fort Worth,,Residential Accessory Addition,13x13,Closed,2025-11-13,,,,other,[],0.5,2025-12-02 04:39:53.455774
397,PB25-15872,fort_worth,"4736 HIGHGROVE DR, Fort Worth TX 76132",Fort Worth,,Residential Accessory New,Haney Finish Carpentry,Issued,2025-11-13,,,,other,[],0.5,2025-12-02 04:38:22.118098
396,PB25-15882,fort_worth,"2511 5TH AVE, Fort Worth TX 76110",Fort Worth,,Residential Accessory New,ALL IN ROOFING & CONSTRUCTION LLC,Awaiting Client Reply,2025-11-13,,,,other,[],0.5,2025-12-02 04:38:22.117714
395,PB25-15907,fort_worth,"8505 PINEWOOD DR, Fort Worth TX 76123",Fort Worth,,Residential Accessory New,RIS-8505 PINEWOOD DR-PURYEAR,Issued,2025-11-13,,,,other,[],0.5,2025-12-02 04:38:22.117331
394,PB25-15920,fort_worth,"10624 STAG LN, Fort Worth TX 76036",Fort Worth,,Residential Accessory New,Storage Shed,Plan Review,2025-11-13,,,,other,[],0.5,2025-12-02 04:38:22.116954
393,PB25-15897,fort_worth,"13652 LEATHERSTEM LN, 1, Fort Worth TX 76008",Fort Worth,,Residential Accessory New,Pools123 DFW,Awaiting Client Reply,2025-11-13,,,,pool,[],0.8,2025-12-02 04:38:22.116567
392,PB25-15895,fort_worth,"4541 SAINT ESTEPHE PL, Fort Worth TX 76126",Fort Worth,,Residential Accessory New,4541 Saint Estephe Place,Awaiting Client Reply,2025-11-13,,,,other,[],0.5,2025-12-02 04:38:22.115916
391,PB25-15867,fort_worth,"9940 SPARROW HAWK LN, Fort Worth TX 76108",Fort Worth,,Residential Accessory New,Color Crop Nursery,Awaiting Client Reply,2025-11-13,,,,other,[],0.5,2025-12-02 04:38:22.114052
210,PB25-15909,fort_worth,"328 BEEKEEPER DR, Fort Worth TX 76131",Fort Worth,,Residential Addition,SOUTHERN CRAFT CONSTRUCTION,Awaiting Client Reply,2025-11-13,,,,other,[],0.5,2025-12-02 04:36:34.265481
209,PB25-15925,fort_worth,"1940 STONEHILL DR, Fort Worth TX 76247",Fort Worth,,Residential Addition,sunroom addition,Approved,2025-11-13,,,,patio_enclosure,[],0.8,2025-12-02 04:36:34.265114
208,PB25-15930,fort_worth,"1600 LINCOLN AVE, Fort Worth TX 76164",Fort Worth,,Residential Addition,OCTAVIANO ROY,Awaiting Client Reply,2025-11-13,,,,other,[],0.5,2025-12-02 04:36:34.264752
7,Pay Fees Due,fort_worth,"3624 HORACE AVE, Fort Worth TX 76244",Fort Worth,,Residential Accessory Addition,Pay Fees Due,Closed,2025-11-13,,,,other,[],0.5,2025-12-02 04:29:27.317797
2719,BLDR-1125-1312,north_richland_hills,"6416 ROYAL CT, North Richland Hills TX",North Richland Hills,,Other (BLDR),Building 420Attached Patio Cover with slab and electrical. Addition Applicant Panther City Arbor & Patio info@panthercitypatio.com Dustin Hillman,Issued,2025-11-12,,,0,,,,2025-12-02 12:36:21.153224
2708,LUMB-1125-4015,north_richland_hills,"8016 HALLMARK DR, North Richland Hills TX",North Richland Hills,,Other (LUMB),"P LN Plumbing Miscellaneous 0Replace Water Service Water Line Applicant AStar Heat and Air, Inc. (975) 485-0813 permits@astardfw.com Eliseo Esparza",Complete,2025-11-12,,,5000,,,,2025-12-02 12:36:21.149082
2694,ECHR-1125-1958,north_richland_hills,"8301 BEVERLY DR, North Richland Hills TX",North Richland Hills,,Other (ECHR),M Mechanical () 0Full system replacement Remodel/Repair Replace Applicant North tarrant heat and air melissa@northtarrantac.com Chris Brown,Complete,2025-11-12,,,13000,,,,2025-12-02 12:36:21.145955
1516,25004372,grapevine,"2080 Holt Way, Grapevine TX",Grapevine,,Building,Building -,Issued,2025-11-12,,,27000,,,,2025-12-02 12:35:50.256439
1514,25004370,grapevine,"1125 Ball St., Grapevine TX",Grapevine,,Certificate of Occupancy,Certificate of,Issued,2025-11-12,,,0,,,,2025-12-02 12:35:50.256283
1513,25004360,grapevine,"947 Lucas Dr., Grapevine TX",Grapevine,,Mechanical,Mechanical,Issued,2025-11-12,,,9000,,,,2025-12-02 12:35:50.252769
1512,25004353,grapevine,"2080 Holt Way, Grapevine TX",Grapevine,,Electrical,Electrical,Issued,2025-11-12,,,16000,,,,2025-12-02 12:35:50.250743
1511,25004349,grapevine,"413 S Main St., Grapevine TX",Grapevine,,Certificate of Occupancy,Certificate of,Issued,2025-11-12,,,0,,,,2025-12-02 12:35:50.249887
1510,25004347,grapevine,"53103 USA BIBLE ST, Grapevine TX",Grapevine,,Building,Building -,Issued,2025-11-12,,,14586394,,,,2025-12-02 12:35:50.249762
1218,25000371,westlake,"2007 Thrush Ct., Westlake TX",Westlake,,Building,Mechanical Permit,Issued,2025-11-12,,,7462,,,,2025-12-02 12:25:55.478449
403,PB25-15823,fort_worth,"2705 NW 17TH ST, Fort Worth TX 76106",Fort Worth,,Residential Accessory New,Ade Filani,Awaiting Client Reply,2025-11-12,,,,other,[],0.5,2025-12-02 04:38:25.634026
402,PB25-15845,fort_worth,"6336 MEADOWS WEST DR, Fort Worth TX 76132",Fort Worth,,Residential Accessory New,Edwins Construction F . INC,Awaiting Client Reply,2025-11-12,,,,other,[],0.5,2025-12-02 04:38:25.633323
401,PB25-15863,fort_worth,"6920 CRAIG ST, Fort Worth TX 76112",Fort Worth,,Residential Accessory New,6920 CRAIG FENCE,Incomplete Submittal,2025-11-12,,,,fence,[],0.8,2025-12-02 04:38:25.632762
400,PB25-15805,fort_worth,"7801 SWITCHWOOD LN, Fort Worth TX 76123 United States",Fort Worth,,Residential Accessory New,Kirk & Linda Driver,Awaiting Client Reply,2025-11-12,,,,other,[],0.5,2025-12-02 04:38:25.632061
399,PB25-15853,fort_worth,"8020 WYOMING DR, Fort Worth TX 76131",Fort Worth,,Residential Accessory New,wyoming,Issued,2025-11-12,,,,other,[],0.5,2025-12-02 04:38:22.118858
398,PB25-15862,fort_worth,"4800 WINTHROP AVE W, Fort Worth TX 76116",Fort Worth,,Residential Accessory New,Fence,Awaiting Client Reply,2025-11-12,,,,fence,[],0.8,2025-12-02 04:38:22.118487
212,PB25-15850,fort_worth,"2020 BARBETTE ST, Fort Worth TX 76008",Fort Worth,,Residential Addition,RIS-2020 BARBETTE PATIO ADD - NEW BEGINNING,Issued,2025-11-12,,,,outdoor_living,[],0.8,2025-12-02 04:36:39.793665
211,PB25-15809,fort_worth,"9048 MCFARLAND WAY, Fort Worth TX 76244",Fort Worth,,Residential Addition,"Residential Addition of Sunroom, bath, and powder room",Approved,2025-11-12,,,,patio_enclosure,[],0.8,2025-12-02 04:36:39.793461
2701,ECHR-1025-1943,north_richland_hills,"7523 WINDHAVEN RD, North Richland Hills TX",North Richland Hills,,Other (ECHR),M Mechanical () 0Install new 2 ton system with electric heat Remodel/Repair Replace Applicant Hull Air Conditioning lowtempking@aol.com Lonny Hull,Complete,2025-11-11,,,5400,,,,2025-12-02 12:36:21.146727
1509,25004345,grapevine,"863 SF Windomere Dr., Grapevine TX",Grapevine,,Building,Building -,Issued,2025-11-11,,,85000,,,,2025-12-02 12:35:50.249169
1507,25004338,grapevine,"40 ft Pl., Grapevine TX",Grapevine,,Plumbing,Plumbing,Issued,2025-11-11,,,1875,,,,2025-12-02 12:35:50.247418
1506,25004335,grapevine,"601 S Main St., Grapevine TX",Grapevine,,Electrical,Electrical,Issued,2025-11-11,,,9500,,,,2025-12-02 12:35:50.246643
1498,25004277,grapevine,"2947 Kosse Ct, Grapevine TX",Grapevine,,Plumbing,Plumbing -,Issued,2025-11-11,,,4000,,,,2025-12-02 12:35:50.218124
1226,25000363,westlake,"14200 Construction Roanoke CT WEST PARK Contract Permit Rd., Westlake TX",Westlake,,Building,Right of Way,Issued,2025-11-11,,,20000,,,,2025-12-02 12:25:55.481464
409,PB25-15766,fort_worth,"7820 SONGBIRD LN, Fort Worth TX 76133",Fort Worth,,Residential Accessory New,7820 SONGBIRD IN LAW SUITE.,Approved,2025-11-11,,,,other,[],0.5,2025-12-02 04:38:31.181173
408,PB25-15750,fort_worth,"6804 MARTHA LN, Fort Worth TX 76112",Fort Worth,,Residential Accessory New,Fence,Plan Review,2025-11-11,,,,fence,[],0.8,2025-12-02 04:38:25.636474
407,PB25-15729,fort_worth,"2555 WAITS AVE, Fort Worth TX 76109",Fort Worth,,Residential Accessory New,Kodiak Fence Company,Issued,2025-11-11,,,,fence,[],0.8,2025-12-02 04:38:25.636237
406,PB25-15749,fort_worth,"6458 FORTUNE RD, Fort Worth TX 76116",Fort Worth,,Residential Accessory New,Retaining Walls,Issued,2025-11-11,,,,other,[],0.5,2025-12-02 04:38:25.635861
405,PB25-15735,fort_worth,"3916 KENLEY ST, Fort Worth TX 76107",Fort Worth,,Residential Accessory New,Pool and outdoors,Incomplete Submittal,2025-11-11,,,,pool,[],0.8,2025-12-02 04:38:25.635250
404,PB25-15719,fort_worth,"3901 HUCKLEBERRY DR, Fort Worth TX 76137",Fort Worth,,Residential Accessory New,howard,Issued,2025-11-11,,,,other,[],0.5,2025-12-02 04:38:25.634767
213,PB25-15739,fort_worth,"3940 BENT ELM LN, Fort Worth TX 76109",Fort Worth,,Residential Addition,325-0387 Peppard,Issued,2025-11-11,,,,other,[],0.5,2025-12-02 04:36:39.793943
2706,LUMB-1125-4002,north_richland_hills,"7937 FOREST LAKES DR, North Richland Hills TX",North Richland Hills,,Other (LUMB),P Plumbing Miscellaneous 0REHANG SEWER LINES UNDER THE SLAB. SEWER REPAIRS AS NEEDED. Repair/Replacement of Drainage/Vent/Sewer piping Applicant PiperDispatch dispatch@piperplumbing.com Jose Calderon,Issued,2025-11-10,,,4000,,,,2025-12-02 12:36:21.148679
